Article,Topic,Date,Party,Changes from Previous Version,,,
Union Security,Membership or Agency Fee Requirement,5/31/2024,Union,"Initial proposal: As condition of employment, GSWs covered under Agreement shall within 30 days of employment or 30 days of effective date of Agreement either sign Union membership card and pay initiation fees and dues as determined by Union, or if choosing not to be member, pay to Union agency fee equivalent to dues; agency fee amount determined by Union but no more than dues charged for membership; Union provides University with formula for calculating dues and agency fees",,,
Union Security,Joint Notification of Obligation,5/31/2024,Union,"Initial proposal: Upon ratification of Agreement, University and Union shall jointly notify all GSWs of obligation to either join Union or pay agency fee; notice includes application for Union membership card and dues deduction authorization card; notice provided both electronically and in hard copy",,,
Union Security,Notification at Hire,5/31/2024,Union,Initial proposal: University notifies each GSW at time of hire of obligation to pay dues or fair share agency fees as provided in Section 2; University notifies Union of each new hire within a week of hire,,,
Union Security,Dues Deduction Process,5/31/2024,Union,"Initial proposal: Upon notification from Union that GSW provided authorization, University deducts Union membership dues and fees or fair share agency fees from each paycheck; University remits dues and fees to Union as defined in Section 6 with electronic list of names of GSWs from whom deductions made; list contains employee's name, NU ID number, email address, department, amount of dues/fees deducted, and gross wages",,,
Union Security,Deduction Continuation,5/31/2024,Union,Initial proposal: Deductions commence upon notification of GSW's authorization and continue unless affirmatively revoked,,,
Union Security,Transmission to Union,5/31/2024,Union,Initial proposal: University electronically transmits to Union on first working day after each payday all dues and fair share agency fees deducted for that pay period in accordance with Section 4,,,
Union Security,Union Indemnification,5/31/2024,Union,"Initial proposal: Union agrees to indemnify and hold University harmless from any claims, actions, or proceedings by any person or entity arising from any deductions under Union direction made under this Article",,,
Union Security,Termination for Non-Payment,5/31/2024,Union,"Initial proposal: Failure by GSW to pay required dues or fees constitutes cause for termination of GSW's employment; prior to time Union notifies University in writing that employment should be terminated for failure to comply, Employer provides GSW 30 days written notice of non-compliance",,,
Union Security,VCAP Form Provision,5/31/2024,Union,Initial proposal: University furnishes GSWs with 'Authorization and Checkoff of Contributions to UAW V-CAP' digital form as part of standard process for enrolling GSW into University's payroll system in accordance with Article on Voluntary Community Action Program (VCAP),,,
Union Security,Membership Framework,7/16/2024,University,"Changed: Graduate students are free to decide whether or not to join Union and pay membership dues or fees, or to discontinue paying membership dues or fees; University shall not coerce or attempt to influence graduate student about decision to join or not join Union, or whether to pay or not pay membership dues/fees (was: membership or agency fee required as condition of employment within 30 days)",,,
Union Security,Consequences for Non-Payment,7/16/2024,University,Changed: There shall be no consequences for bargaining unit members who fail to pay fees after choosing to pay dues/fees; payment of union dues or fees not a condition of student's continued appointment as SGA or in hourly position (was: failure to pay constitutes cause for termination after 30-day notice),,,
Union Security,Agency Fee Determination,7/16/2024,University,"Changed: Any bargaining unit member who does not voluntarily become and remain member in good standing of Union and instead chooses to pay agency fee shall be charged fee determined by Union in accordance with applicable law as percentage of full dues uniformly required to be paid and initiation fees by those who choose to become members (was: agency fee equivalent to dues, no more than dues charged for membership, as alternative to mandatory membership)",,,
Union Security,Voluntary Deduction Authorization,7/16/2024,University,Changed: Bargaining unit members who chose to pay Union dues or agency fees may elect to have deductions made from compensation by submitting authorization in form set forth in Appendix voluntarily executed by unit member and submitted to University; Union may obtain authorization electronically if parties agree to format/process and determine compliance with applicable law; copies of authorizations obtained by Union must be provided to University in advance of deductions; University deducts membership dues or agency fees as certified in writing by President or Executive Director of Union and remits to Union (was: University deducts upon notification from Union that GSW provided authorization),,,
Union Security,Cancellation Process,7/16/2024,University,Changed: Payroll deduction of dues or agency fees can be canceled by student's individual written notice to Union via certified mail to specified address; Union notifies University of canceled memberships and provides student's original notices of cancellation within 10 days of receipt (was: deductions continue unless affirmatively revoked with no specified cancellation process),,,
Union Security,Dues Change Notification,7/16/2024,University,Changed: Union notifies University in writing at least 30 days prior to intended implementation date of any change in amount of union dues or agency fees (was: Union provides formula for calculating dues/agency fees but no advance notice requirement for changes),,,
Union Security,Correction of Deduction Errors,7/16/2024,University,"Changed: Union reports to University missing or incorrect deductions for dues or agency fees as they become known; in event of payroll deduction for unit member in manner inconsistent with member's signed authorization form or terms of Agreement, University corrects error as soon as practicable after being informed of error in writing by bargaining unit member or Union (was: no error correction provision)",,,
Union Security,Union Indemnification,7/16/2024,University,"Changed: Union shall indemnify and hold harmless University, its Board of Trustees, agents, personnel and students from any and all claims, grievances, awards, actions, suits, judgments, attachments, forms of liability or damages arising out of or by reason of any action taken by University in compliance with any provisions of this Article; Union assumes full responsibility for disposition of monies deducted as soon as remitted by University to Union (was: Union indemnifies and holds University harmless from claims/actions/proceedings arising from deductions under Union direction)",,,
Union Security,Transmission Timing,7/16/2024,University,"Changed: On or about 15th of month following month in which deductions made, monies deducted by University transmitted by mail or electronically to Union Treasurer or other designee; deductions continue until instruction to cease given in writing by bargaining unit member to University's office of Human Resource Management (was: University transmits on first working day after each payday)",,,
Union Security,VCAP Form,7/16/2024,University,Changed: Removed VCAP form provision (was: University furnishes VCAP authorization form as part of standard payroll enrollment process),,,
Union Security,Membership or Agency Fee Requirement,9/19/2024,Union,"No change: Maintained as condition of employment, GSWs covered under Agreement shall within 30 days either sign membership card and pay initiation fees/dues or pay agency fee equivalent to dues; Union provides formula for calculating dues and agency fees",,,
Union Security,Joint Notification,9/19/2024,Union,"No change: Maintained upon ratification, University and Union jointly notify all GSWs of obligation to join or pay agency fee; notice includes membership card application and dues deduction authorization card provided electronically and in hard copy",,,
Union Security,Notification at Hire,9/19/2024,Union,No change: Maintained University notifies each GSW at hire of obligation to pay dues or fair share agency fees; University notifies Union of each new hire within a week,,,
Union Security,Dues Deduction Process,9/19/2024,Union,"No change: Maintained upon notification from Union of GSW authorization, University deducts dues/fees from each paycheck; remits to Union with electronic list containing name, NU ID, email, department, deduction amount, gross wages",,,
Union Security,Deduction Continuation,9/19/2024,Union,No change: Maintained deductions commence upon notification of authorization and continue unless affirmatively revoked,,,
Union Security,Transmission to Union,9/19/2024,Union,No change: Maintained University electronically transmits to Union on first working day after each payday all dues and agency fees deducted for that pay period,,,
Union Security,Union Indemnification,9/19/2024,Union,"No change: Maintained Union indemnifies and holds University harmless from any claims, actions, or proceedings arising from deductions under Union direction",,,
Union Security,Termination for Non-Payment,9/19/2024,Union,No change: Maintained failure to pay required dues/fees constitutes cause for termination; Employer provides GSW 30 days written notice of non-compliance before Union notifies University to terminate employment,,,
Union Security,VCAP Form Provision,9/19/2024,Union,Changed: Updated reference to 'Article XX Voluntary Community Action Program (VCAP)' (was: Article ### VCAP),,,
Union Security,Dues Change Notification,9/19/2024,Union,Changed: Added Section 10 - Union notifies University in writing at least 30 days prior to intended implementation date of any change in amount of union dues or agency fees; Union provides University with formula for calculating dues and agency fees (was: no dues change notification provision),,,
Union Security,Correction of Deduction Errors,9/19/2024,Union,"Changed: Added Section 11 - Union reports to University missing or incorrect deductions as they become known; in event of payroll deduction for unit member in manner inconsistent with member's signed authorization form or terms of Agreement, University corrects error as soon as practicable after being informed of error in writing by bargaining unit member or Union (was: no error correction provision)",,,
Union Security,Membership or Agency Fee Requirement,2/18/2025,Union,"No change: Maintained as condition of employment, GSWs covered under Agreement shall within 30 days either sign membership card and pay initiation fees/dues or pay agency fee equivalent to dues; Union provides formula for calculating dues and agency fees",,,
Union Security,Joint Notification,2/18/2025,Union,Changed: Notice includes application for Union membership card and dues deduction authorization card set forth in Appendix # to this Agreement (was: dues deduction authorization card without appendix reference),,,
Union Security,Notification at Hire,2/18/2025,Union,No change: Maintained University notifies each GSW at hire of obligation to pay dues or fair share agency fees; University notifies Union of each new hire within a week,,,
Union Security,Dues Deduction Process - Basic Framework,2/18/2025,Union,"Changed: Upon notification from Union that GSW provided authorization, University deducts Union membership dues and fees or fair share agency fees from each paycheck; remits to Union with electronic list containing name, NU ID, email, department, deduction amount, gross wages (was: same content but merged with voluntary authorization section below)",,,
Union Security,Dues Deduction Process - Authorization and Certification,2/18/2025,Union,"Changed: Bargaining unit members may have deductions made from compensation by submitting authorization in form set forth in Appendix # voluntarily executed by unit member and submitted to University; Union may obtain authorization electronically if parties agree to format/process and determine compliance with law; copies of authorizations provided to University in advance of deductions; University deducts membership dues or agency fees as certified in writing by Financial Secretary of Union (was: President or Executive Director) and remits to Union (was: separate section in University proposal, now integrated into Section 4)",,,
Union Security,Cancellation Process,2/18/2025,Union,Changed: Payroll deduction of dues or agency fees can be changed by following process established by Union; Union notifies University of any changed memberships and provides student's original notices of membership change to University within 10 days of receipt (was: canceled by student's individual written notice to Union via certified mail; 'canceled memberships' and 'cancellation' terminology),,,
Union Security,Deduction Continuation,2/18/2025,Union,No change: Maintained deductions commence upon notification of authorization and continue unless affirmatively revoked,,,
Union Security,Transmission to Union,2/18/2025,Union,Changed: University electronically transmits to Union on first working day after each payday all dues and agency fees deducted for that pay period (was: all dues and fair share agency fees),,,
Union Security,Union Indemnification,2/18/2025,Union,"No change: Maintained Union indemnifies and holds University harmless from any claims, actions, or proceedings arising from deductions under Union direction",,,
Union Security,Termination for Non-Payment,2/18/2025,Union,No change: Maintained failure to pay required dues/fees constitutes cause for termination; Employer provides GSW 30 days written notice of non-compliance before Union notifies University to terminate employment,,,
Union Security,VCAP Form Provision,2/18/2025,Union,No change: Maintained University furnishes GSWs with UAW V-CAP authorization form as part of standard payroll enrollment process in accordance with Article XX VCAP,,,
Union Security,Dues Change Notification,2/18/2025,Union,No change: Maintained Union notifies University in writing at least 30 days prior to intended implementation of any change in dues/agency fees amount; Union provides formula for calculating dues and agency fees,,,
Union Security,Correction of Deduction Errors,2/18/2025,Union,No change: Maintained Union reports missing or incorrect deductions as they become known; University corrects errors as soon as practicable after being informed in writing by bargaining unit member or Union,,,
Workspace and Materials,Workspace and Materials Access - General Provision,8/26/2024,Union,"Initial proposal: University shall provide GSWs free access to University services, materials, and facilities necessary to carry out their duties",,,
Workspace and Materials,Workspace and Materials Access - Desk/Office Space,8/26/2024,Union,Initial proposal: Includes individually assigned desk or office space as available that is outside of hazardous lab spaces and within same building as primary work environment or lab if applicable; desk/office space must be lockable and/or within locked space; GSWs have access to individually assigned desk/office space for full work day and after hours as needed,,,
Workspace and Materials,Workspace and Materials Access - Other Resources,8/26/2024,Union,"Initial proposal: Includes after-hours and weekend building access, library privileges, studio space as available, lockable storage space as available, campus mail, office supplies, meeting spaces as available, office equipment, basic software/hardware, basic lab equipment, grading software, audio/visual presentation equipment, internet access and access to computer, printer or scanner",,,
Workspace and Materials,Private Locations for Confidential Work,8/26/2024,Union,"Initial proposal: GSWs will have access to private locations for grading, office hours, and dealing with confidential materials or other sensitive information; bargaining unit members may utilize Teams or Zoom for office hours if no appropriate meeting location",,,
Workspace and Materials,Shared Workspaces,8/26/2024,Union,Initial proposal: University shall not require any GSW to share their individual workspace without their explicit consent,,,
Workspace and Materials,Reimbursements for Additional Work Materials,8/26/2024,Union,"Initial proposal: GSWs who believe they need additional materials/equipment for work may request from their advisor, supervisor, or PI; supervisor-approved additional work materials provided in timely manner following request; GSWs shall not be penalized for lack of access to additional materials not purchased in timely manner; with supervisor approval, if GSW purchases additional work materials not otherwise provided, reimbursed within 14 days of expense report submission; no limit on when reimbursement requests can be submitted",,,
Workspace and Materials,Protective Equipment - Requirements and Provision,8/26/2024,Union,"Initial proposal: If University or Union determines protective clothing/equipment/PPE or related tools/materials required by GSW's assignment, University at no cost furnishes and maintains following ECOS or OARS PPE program protocol; GSWs shall not be restricted from or penalized for taking additional safety precautions as they deem necessary; PPE and first aid equipment provided where deemed needed",,,
Workspace and Materials,Protective Equipment - Arbitration for Disagreements,8/26/2024,Union,"Initial proposal: In event ECOS and Union disagree on what PPE required for task, arbitration to be expedited",,,
Workspace and Materials,Protective Equipment - Mask/Respirator Rights,8/26/2024,Union,Initial proposal: All GSWs may wear any and all PPE including but not limited to masks and respirators they choose to wear in University spaces,,,
Workspace and Materials,Protective Equipment - Prescription Safety Eyewear,8/26/2024,Union,"Initial proposal: If lab workspace requires safety glasses or airtight goggles as PPE, GSW with vision prescription may request prescription safety glasses or airtight goggles from supervisor if lab goggles interfere with GSW's vision; provided at no cost to GSW",,,
Workspace and Materials,Computers Internet and Printing,8/26/2024,Union,"Initial proposal: GSWs shall have access to internet access, computers with internet access, printers, and scanners at no cost",,,
Workspace and Materials,Requested Equipment,8/26/2024,Union,"Initial proposal: GSWs may request specific services, materials, and facilities not provided pursuant to other sections; requests shall not be unreasonably denied",,,
Workspace and Materials,Ergonomic Equipment - Request Process,8/26/2024,Union,Initial proposal: Ergonomic equipment may be requested by GSWs through OARS or ECOS with copy of request simultaneously provided to supervisor and must be provided to all GSWs upon request; requests shall not be unreasonably denied; ergonomic and safety evaluations and training from OARS or ECOS available to all GSWs,,,
Workspace and Materials,Ergonomic Equipment - Examples,8/26/2024,Union,"Initial proposal: Ergonomic equipment for computer use includes but not limited to adjustable height sitting/standing desks, ergonomic input devices (keyboards/mice designed for ergonomics), laptop stands, monitors, adjustable monitor arms, ergonomic chairs, pointing devices, screen reader and voice accessibility software",,,
Workspace and Materials,Ergonomic Workplace Design,8/26/2024,Union,Initial proposal: University will continue to incorporate currently accepted ergonomic practices and guidelines deemed applicable into new and existing workplace and workstation designs,,,
Workspace and Materials,Remote Work - Accommodations and Resource Parity,8/26/2024,Union,"Initial proposal: University will accommodate all requests for remote and/or online work without requiring medical documentation from GSWs; GSWs may work remotely in following situations: 1) GSW requests, 2) if not possible to grant individually assigned desk/office space until adequate space assigned, 3) if required by University, 4) if recommended by medical professional (see Health & Safety)",,,
Workspace and Materials,Moving Office or Lab,8/26/2024,Union,Initial proposal: University notifies GSWs if work location to be moved to another building or substantial alteration of workspace with at least 60 days notice before move or alteration for stipended graduate students; GSWs shall not be expected to move or relocate materials/equipment necessary for work if they notify supervisor at time they learn of move that they will not be moving/relocating,,,
Workspace and Materials,Afterhours Workspaces,8/26/2024,Union,Initial proposal: University will make every attempt to schedule evening courses in buildings with other activities,,,
Workspace and Materials,Workspace and Materials Access - Determination Authority,9/19/2024,University,"Changed: University shall provide bargaining unit members free access to services, materials, facilities the University determines are necessary to carry out duties (was: no specification of who determines necessity)",,,
Workspace and Materials,Workspace and Materials Access - Desk/Office Space Availability,9/19/2024,University,Changed: Individually assigned desk or office space outside of hazardous lab spaces deemed to be unsafe by University and within same building as primary work environment or lab if applicable (was: outside of hazardous lab spaces without 'deemed unsafe by University' qualifier),,,
Workspace and Materials,Workspace and Materials Access - Lockable Space,9/19/2024,University,Changed: Desk or office space as available may be lockable and will be secured as with other building areas (was: must be lockable and/or within locked space),,,
Workspace and Materials,Workspace and Materials Access - Access to Assigned Space,9/19/2024,University,Changed: Bargaining unit members will have access to any individually assigned desk or office space for full work day and after hours as needed (was: access to their individually assigned space),,,
Workspace and Materials,Private Locations,9/19/2024,University,"Changed: Bargaining unit members will have access to private locations for grading, dealing with confidential materials, or other sensitive information as deemed necessary by University; may utilize Teams or Zoom for office hours if no appropriate meeting location (was: for grading, office hours, and dealing with confidential materials)",,,
Workspace and Materials,Shared Workspaces,9/19/2024,University,Changed: Removed provision that University shall not require GSWs to share individual workspace without explicit consent (was: explicit prohibition on required sharing),,,
Workspace and Materials,Additional Work Materials,9/19/2024,University,"Changed: Bargaining unit members who believe they need additional materials/equipment may request from supervisor; with supervisor's approval, University reimburses for required job-related materials/equipment/services not otherwise provided by department/program for on-campus spaces and when approved for remote work locations; requests for approval shall not be unreasonably denied; materials reimbursed via direct deposit within 14 calendar days of expense report submission; expense reports submitted immediately following purchase; no limits on submission timing; parties agree GSWs responsible for maintaining and submitting receipts (was: request from advisor/supervisor/PI; supervisor-approved materials provided in timely manner; no penalization for lack of access; if GSW purchases, reimbursed within 14 days; no supervisor approval requirement mentioned for university-provided materials)",,,
Workspace and Materials,Protective Equipment - Determination,9/19/2024,University,Changed: If ECOS or Union determines protective clothing/equipment/PPE required (was: University or Union),,,
Workspace and Materials,Protective Equipment - Adherence Requirement,9/19/2024,University,Changed: Added that bargaining unit members must adhere to all health and safety policies and procedures including use of health and safety equipment (PPE) provided by University as instructed (was: no adherence requirement),,,
Workspace and Materials,Protective Equipment - Additional Precautions,9/19/2024,University,Changed: Removed provision that GSWs shall not be restricted from or penalized for taking additional safety precautions as they deem necessary (was: explicit protection for additional precautions),,,
Workspace and Materials,Protective Equipment - Mask/Respirator Rights,9/19/2024,University,Changed: All bargaining unit members may wear any and all PPE including masks and respirators they choose in University spaces consistent with applicable University policies (was: no 'consistent with applicable University policies' qualifier),,,
Workspace and Materials,Protective Equipment - Prescription Eyewear,9/19/2024,University,"Changed: If lab environment requires safety glasses or airtight goggles as PPE, GSW with prescription glasses may request prescription safety glasses or airtight goggles from supervisor if lab goggles do not fit over bargaining unit member's prescription glasses consistent with applicable safety requirements as determined by lab supervisor or OARS; provided at no cost (was: if goggles interfere with vision; no determination by lab supervisor or OARS)",,,
Workspace and Materials,Computers Internet and Printing,9/19/2024,University,Changed: Removed separate section as covered in Section 1 (was: standalone section),,,
Workspace and Materials,Requested Equipment,9/19/2024,University,Changed: Removed provision that GSWs may request specific services/materials/facilities not provided in other sections with requests not unreasonably denied; noted as covered in Section 3 (was: explicit section for requesting additional equipment),,,
Workspace and Materials,Ergonomic Equipment - Request Process,9/19/2024,University,"Changed: Ergonomic equipment may be requested by bargaining unit members through OARS or ECOS with copy of request simultaneously provided to supervisor; ergonomic and safety evaluations and training offered by OARS or ECOS shall be available to applicable bargaining unit members (was: evaluations available to all GSWs, not just applicable members; equipment must be provided upon request)",,,
Workspace and Materials,Ergonomic Equipment - Examples,9/19/2024,University,"No change: Maintained ergonomic equipment for computer use may include adjustable height sitting/standing desks, ergonomic input devices, laptop stands, monitors, adjustable monitor arms, ergonomic chairs, pointing devices, screen reader and voice accessibility software",,,
Workspace and Materials,Ergonomic Workplace,9/19/2024,University,Changed: University will also make reasonable effort to incorporate currently accepted ergonomic practices and guidelines deemed applicable into new and existing workplace and workstation designs (was: will continue to incorporate),,,
Workspace and Materials,Remote Work,9/19/2024,University,"Changed: Bargaining unit members may request accommodations through applicable Disability Access Services procedures; University provides GSWs working remotely with same resources provided in other sections with same level of health and safety as provided for campus work (was: University accommodates all requests for remote/online work without medical documentation; GSWs may work remotely for: requests, lack of desk space, University requirement, or medical professional recommendation)",,,
Workspace and Materials,Moving Office or Lab,9/19/2024,University,Changed: University notifies bargaining unit members if work location moved to another building or substantial alteration of workspace with at least 30 days notice before move or alteration; University utilizes facilities and/or moving companies; bargaining unit members shall not be expected to move/relocate materials/equipment necessary for work if they notify supervisor at time they learn of move that they will not be moving/relocating (was: 60 days notice; for stipended graduate students only),,,
Workspace and Materials,Afterhours Workspaces,9/19/2024,University,No change: Maintained University will make every attempt to schedule evening courses in buildings with other activities,,,
Workspace and Materials,Workspace Access - Determination Authority,11/18/2024,Union,"Changed: University shall provide GSWs free access to services, materials, facilities the University and/or GSW's supervisor (advisor, PI, etc.) determines are necessary (was: University determines)",,,
Workspace and Materials,Workspace Access - Desk/Office Space Assignment,11/18/2024,Union,Changed: Individually assigned desk or office space for GSWs (restored language); lockable storage space (restored language); access to their individually assigned desk or office space (not 'any' assigned space) (was: as available; may be lockable),,,
Workspace and Materials,Private Locations,11/18/2024,Union,"Changed: GSWs will have access to private locations for grading, office hours, and dealing with confidential materials (was: grading, dealing with confidential materials without explicit office hours mention)",,,
Workspace and Materials,Shared Workspaces,11/18/2024,Union,Changed: Restored Section 2 - University shall not require any GSW to share individual workspace without explicit consent (was: section removed in University 09-19-24 proposal),,,
Workspace and Materials,Additional Work Materials - Provision and Penalization,11/18/2024,Union,"Changed: GSWs who believe they need additional materials/equipment may request from advisor, supervisor, or PI; supervisor-approved additional work materials provided in timely manner following request; GSWs shall not be penalized for lack of access to additional materials not purchased in timely manner; with supervisor approval, if GSW purchases additional materials not otherwise provided, reimbursed within 14 days of expense report submission; no limit on submission timing (was: request from supervisor only; no provision timing or non-penalization language; University reimburses for required materials not otherwise provided)",,,
Workspace and Materials,Additional Work Materials - Reimbursement Terms,11/18/2024,Union,No change: Maintained that with supervisor approval University reimburses for required job-related materials/equipment/services for on-campus and approved remote locations; requests not unreasonably denied; reimbursed via direct deposit within 14 days; parties agree GSWs responsible for receipts,,,
Workspace and Materials,Protective Equipment - Determination,11/18/2024,Union,Changed: If University or Union determines protective clothing/equipment/PPE required (was: ECOS or Union),,,
Workspace and Materials,Protective Equipment - Safety Precautions,11/18/2024,Union,Changed: Restored that GSWs shall not be restricted from or penalized for taking additional safety precautions as they deem necessary (was: removed in University 09-19-24 proposal),,,
Workspace and Materials,Protective Equipment - Prescription Eyewear,11/18/2024,Union,"Changed: If lab workspace requires safety glasses or airtight goggles as PPE, GSW with vision prescription may request prescription safety goggles from supervisor if lab goggles interfere with GSW's vision (was: lab environment; if goggles do not fit over prescription glasses; determined by lab supervisor or OARS)",,,
Workspace and Materials,Ergonomic Equipment - Request Terms,11/18/2024,Union,Changed: Ergonomic equipment may be requested by GSWs through OARS or ECOS with copy simultaneously provided to supervisor and must be provided to all GSWs upon request; requests shall not be unreasonably denied (was: no 'must be provided' or 'not unreasonably denied' language),,,
Workspace and Materials,Ergonomic Equipment - Evaluations,11/18/2024,Union,Changed: Ergonomic and safety evaluations and training offered by OARS or ECOS available to all GSWs (was: available to applicable bargaining unit members),,,
Workspace and Materials,Remote Work,11/18/2024,Union,"Changed: University accommodates all requests for remote/online work without requiring medical documentation; GSWs may work remotely for: 1) GSW requests, 2) if not possible to grant individually assigned desk/office space until adequate space assigned, 3) if required by University, 4) if recommended by medical professional (was: request accommodations through Disability Access Services; supervisor discretion for non-medical remote work; resources same as campus with same health/safety level)",,,
Workspace and Materials,Moving Office or Lab,11/18/2024,Union,Changed: University notifies GSWs if work location moved to another building or substantial workspace alteration with at least 45 days notice before move or alteration (was: 30 days),,,
Workspace and Materials,Workspace Access - Determination and Provision,12/9/2024,University,"Changed: University shall provide bargaining unit members ('GSWs') free access to services, materials, facilities the University and/or GSW's supervisor determines are necessary to carry out duties (was: University only in 09-19-24; University and/or supervisor in Union 11-18-24)",,,
Workspace and Materials,Workspace Access - Desk/Office Space Safety,12/9/2024,University,Changed: Individually assigned desk or office space outside of hazardous lab spaces deemed to be unsafe by University (was: outside of hazardous lab spaces in Union 11-18-24 without 'deemed unsafe by University'),,,
Workspace and Materials,Workspace Access - Lockable Space,12/9/2024,University,Changed: Desk or office space as available may be lockable and will be secured as with other building areas (was: lockable storage space as available in Union 11-18-24),,,
Workspace and Materials,Workspace Access - Access to Assigned Space,12/9/2024,University,Changed: Bargaining unit members will have access to any individually assigned desk or office space (was: their individually assigned space in Union 11-18-24),,,
Workspace and Materials,Shared Workspaces,12/9/2024,University,Changed: Removed Section 2 on prohibition of required sharing without consent (was: restored by Union in 11-18-24),,,
Workspace and Materials,Additional Work Materials - Request and Provision,12/9/2024,University,"Changed: GSWs who believe they need additional materials/equipment may request from supervisor and will not be penalized for lacking materials they requested and supervisor agreed are necessary to carry out work; approved requests either purchased by supervisor or with approval may be purchased by GSW; GSWs making approved purchases submit for reimbursement through applicable process; reimbursements processed in timely manner provided GSWs follow process requirements including submitting receipts (was: request from advisor/supervisor/PI; supervisor-approved materials provided in timely manner; no penalization for lack of access to materials not purchased in timely manner; if GSW purchases, reimbursed within 14 days; no limit on submission)",,,
Workspace and Materials,Protective Equipment - Determination,12/9/2024,University,Changed: If University or Union determines protective clothing/equipment/PPE required by GSW's assignment (was: ECOS or Union in 09-19-24; University or Union in 11-18-24),,,
Workspace and Materials,Protective Equipment - First Aid,12/9/2024,University,No change: Maintained PPE and relevant first aid equipment provided in workplaces where deemed needed,,,
Workspace and Materials,Protective Equipment - Safety Precautions,12/9/2024,University,Changed: Removed provision about GSWs not being restricted from or penalized for taking additional safety precautions (was: in Union 11-18-24),,,
Workspace and Materials,Protective Equipment - Prescription Eyewear,12/9/2024,University,"Changed: If lab workspace requires safety glasses or airtight goggles as PPE, GSW with prescription glasses may request prescription safety glasses or airtight goggles if lab goggles do not fit over prescription glasses consistent with applicable safety requirements determined by lab supervisor or OARS (was: GSW with vision prescription; if goggles interfere with vision in Union 11-18-24)",,,
Workspace and Materials,Ergonomic Equipment - Evaluations,12/9/2024,University,Changed: Ergonomic and safety evaluations and training offered by OARS or ECOS related to GSW's assigned work duties shall be available to applicable bargaining unit members (was: available to all GSWs in Union 11-18-24),,,
Workspace and Materials,Remote Work,12/9/2024,University,"Changed: Bargaining unit members may request work accommodations necessary due to medical condition through applicable Disability Access Services procedures; requests to work remotely unrelated to medical condition may be raised by GSW directly with supervisor; determinations to allow remote work made on case-by-case basis at supervisor's discretion and shall not be precedential; University provides GSWs working remotely with same resources with same level of health and safety as campus work (was: University accommodates all requests without medical documentation; GSWs may work remotely for requests, lack of space, University requirement, or medical recommendation)",,,
Workspace and Materials,Moving Office or Lab,12/9/2024,University,Changed: University notifies bargaining unit members if work location moved to another building or substantial workspace alteration with at least 30 days notice (was: 45 days in Union 11-18-24),,,
Workspace and Materials,Workspace Access - Eligibility for Individually Assigned Space,3/11/2025,Union,"Changed: University provides GSWs free access to services, materials, facilities University and/or GSW's supervisor (advisor, PI, etc.) determines necessary; includes individually assigned desk or office space as available for all stipended GSWs and hourly GSWs working at least average of 15 hours per week across any held positions; hourly GSWs working average under 15 hours per week have access to dedicated shared desk or office space to complete assigned work; in all cases desk/office space outside hazardous lab spaces and within same building as primary work environment or lab if applicable (was: individually assigned space without hourly worker hour thresholds or dedicated shared space provision)",,,
Workspace and Materials,Workspace Access - Lockable Storage,3/11/2025,Union,Changed: All stipended and hourly GSWs working at least average of 15 hours per week have access to lockable storage space which may be shared with other GSWs such as in communal locked office or desk drawer; lockable storage available to hourly GSWs wherever possible (was: lockable storage space as available without hour thresholds or sharing specifications),,,
Workspace and Materials,Workspace Access - Other Resources,3/11/2025,Union,"Changed: Additional access to services/materials/facilities includes after-hours and weekend building access, library privileges, studio space as available, lockable storage space as available, campus mail, office supplies, meeting spaces as available, office equipment, basic software/hardware, basic lab equipment, grading software, audio/visual presentation equipment, internet access and access to computer/printer/scanner; desk or office space must be lockable and secured as with other building areas; GSWs have access to their individually assigned desk/office space for full work day and after hours (was: desk space may be lockable; access to any individually assigned space)",,,
Workspace and Materials,Shared Workspaces,3/11/2025,Union,"Changed: Restored Section 2 - University shall not require stipended GSWs and hourly GSWs working at least average of 15 hours per week to share individual workspace without agreement; GSWs may volunteer to share workspace due to lack of available space; should stipended GSW or hourly GSW working at least 15 hours per week volunteer to share workspace, remote work accommodated (was: any GSW without hour thresholds; explicit consent not agreement; no volunteering or remote work accommodation provisions)",,,
Workspace and Materials,Additional Work Materials - Provision Timing and Penalization,3/11/2025,Union,"Changed: GSWs who believe they need additional materials/equipment may request from advisor, supervisor, or PI; supervisor-approved additional work materials provided in timely manner following request; GSWs shall not be penalized for lack of access to additional materials not purchased in timely manner; with supervisor approval, if GSW purchases additional materials not otherwise provided, reimbursed within 14 days of expense report submission; GSWs can submit reimbursement requests for 90 days following date of purchase (was: request from supervisor only; will not be penalized for lacking materials supervisor agreed necessary; approved requests either purchased by supervisor or with approval purchased by GSW; reimbursements processed in timely manner following process requirements; no 90-day deadline or 14-day reimbursement guarantee)",,,
Workspace and Materials,Protective Equipment - Mask/Respirator Rights,3/11/2025,Union,Changed: GSWs shall not be restricted from or penalized for wearing protective mask or respirator; all GSWs may wear any and all PPE including masks and respirators they choose in University spaces consistent with applicable policies (was: not restricted from or penalized for taking additional safety precautions as they deem necessary; masks/respirators specifically mentioned separately),,,
Workspace and Materials,Protective Equipment - Prescription Eyewear,3/11/2025,Union,"Changed: If lab workspace requires goggles as PPE, GSW with vision prescription may request prescription safety goggles if lab goggles interfere with GSW's vision consistent with applicable safety requirements determined by lab supervisor or OARS; provided at no cost (was: prescription glasses not vision prescription; safety glasses or airtight goggles not just goggles; if do not fit over not if interfere with)",,,
